user_id,education_stage,major_field,major_name,city,career_status,anxiety_type,anxiety_duration,pressure_attribution,hard_skills,soft_skills,direction,action_stage,actions_taken,help_needed,target_company_type,decision_style,social_preference,stress_response,communication_style,current_node_type,current_node_since,profile_completeness,aggregated_tags,data_source,profile_description
U0077,大一大二,理工科,机械工程,北京,实习中,"[""面试过不了"", ""专业冷门""]",1-3个月,主要是自身能力的,"[""视频制作"", ""PS""]","[""共情力"", ""时间管理"", ""跨文化沟通"", ""创意思维""]","[""咨询""]",刚开始探索,"[""做副业""]","[""想要信心确认""]","[""外企""]",深思熟虑型,偏好1对1深度对话,向外倾诉,"[""幽默"", ""委婉""]",exploring,2025-10-31,72,"[""做副业"", ""咨询"", ""专业冷门"", ""面试过不了"", ""想要信心确认""]",molt_acts,理工科机械工程专业大一大二，目前实习中。核心焦虑：面试过不了、专业冷门。行动阶段：刚开始探索，已尝试做副业。探索方向：咨询。期望：想要信心确认
U0078,研究生在读,理工科,软件工程,西安,实习中,"[""技能过时"", ""方向迷茫""]",6个月以上,说不清,"[""写作"", ""翻译"", ""财务分析""]","[""逻辑思维""]","[""自由职业""]",还没开始,"[""做项目"", ""参加社群""]","[""想找过来人聊"", ""想要方向建议"", ""想要信心确认""]","[""自由职业""]",直觉行动型,不想社交只想看数据,回避,"[""严肃""]",crisis,2025-07-11,89,"[""方向迷茫"", ""做项目"", ""想要信心确认"", ""参加社群"", ""想要方向建议"", ""想找过来人聊"", ""自由职业"", ""技能过时""]",llm_inferred,理工科软件工程专业研究生在读，目前实习中。核心焦虑：技能过时、方向迷茫。行动阶段：还没开始，已尝试做项目、参加社群。探索方向：自由职业。期望：想找过来人聊、想要方向建议、想要信心确认
U0079,毕业1-3年,商科,人力资源,深圳,已工作想转型,"[""面试过不了""]",3-6个月,主要是外部结构性的,"[""PS"", ""PR"", ""Java"", ""视频制作""]","[""时间管理""]","[""教育""]",还没开始,"[""做副业"", ""做项目"", ""投简历""]","[""想要信心确认"", ""想看同类人去向""]","[""外企""]",直觉行动型,更愿意先看别人的故事,向外倾诉,"[""感性"", ""严肃""]",exploring,2025-01-16,95,"[""做副业"", ""做项目"", ""教育"", ""面试过不了"", ""投简历"", ""想看同类人去向"", ""想要信心确认""]",llm_inferred,商科人力资源专业毕业1-3年，目前已工作想转型。核心焦虑：面试过不了。行动阶段：还没开始，已尝试做副业、做项目、投简历。探索方向：教育。期望：想要信心确认、想看同类人去向
U0080,毕业1-3年,理工科,数学,长沙,已工作想转型,"[""技能过时"", ""AI替代焦虑""]",1-3个月,主要是自身能力的,"[""PR""]","[""自驱力"", ""表达能力"", ""创意思维""]","[""教育"", ""咨询""]",刚开始探索,"[""还没行动""]","[""想看同类人去向"", ""想要信心确认""]","[""无偏好""]",收集信息型,不想社交只想看数据,向外倾诉,"[""委婉"", ""理性"", ""感性""]",exploring,2026-03-20,52,"[""咨询"", ""AI替代焦虑"", ""教育"", ""想看同类人去向"", ""还没行动"", ""想要信心确认"", ""技能过时""]",user_input,理工科数学专业毕业1-3年，目前已工作想转型。核心焦虑：技能过时、AI替代焦虑。行动阶段：刚开始探索。探索方向：教育、咨询。期望：想看同类人去向、想要信心确认
U0081,毕业1-3年,医学,药学,天津,已工作想转型,"[""技能过时"", ""行业缩招""]",6个月以上,说不清,"[""设计"", ""SQL""]","[""学习能力"", ""抗压能力""]","[""内容""]",还没开始,"[""转行"", ""学新技能""]","[""想看同类人去向"", ""想要方向建议"", ""想找过来人聊""]","[""国企事业单位""]",深思熟虑型,偏好1对1深度对话,回避,"[""理性"", ""幽默"", ""感性""]",crisis,2025-09-08,54,"[""内容"", ""想看同类人去向"", ""转行"", ""学新技能"", ""行业缩招"", ""想要方向建议"", ""想找过来人聊"", ""技能过时""]",molt_acts,医学药学专业毕业1-3年，目前已工作想转型。核心焦虑：技能过时、行业缩招。行动阶段：还没开始，已尝试转行、学新技能。探索方向：内容。期望：想看同类人去向、想要方向建议、想找过来人聊
U0082,研究生在读,其他,农业科学,北京,实习中,"[""投简历没回音"", ""同辈压力"", ""技能过时""]",1个月内,说不清,"[""财务分析"", ""SQL"", ""机器学习""]","[""时间管理"", ""创意思维""]","[""研究""]",还没开始,"[""转行""]","[""想要信心确认"", ""想看同类人去向""]","[""大厂""]",深思熟虑型,喜欢群体讨论,回避,"[""直接"", ""严肃""]",exploring,2026-02-08,66,"[""研究"", ""投简历没回音"", ""想看同类人去向"", ""转行"", ""同辈压力"", ""想要信心确认"", ""技能过时""]",resume,其他农业科学专业研究生在读，目前实习中。核心焦虑：投简历没回音、同辈压力、技能过时。行动阶段：还没开始，已尝试转行。探索方向：研究。期望：想要信心确认、想看同类人去向
U0083,毕业3年以上,商科,市场营销,苏州,已工作想转型,"[""行业缩招"", ""投简历没回音"", ""技能过时""]",1-3个月,说不清,"[""写作""]","[""跨文化沟通""]","[""运营""]",已有具体行动,"[""学新技能"", ""转行""]","[""想看同类人去向"", ""想要信心确认""]","[""大厂""]",深思熟虑型,更愿意先看别人的故事,向内消化,"[""理性"", ""委婉""]",acting,2025-09-02,49,"[""投简历没回音"", ""想看同类人去向"", ""学新技能"", ""转行"", ""行业缩招"", ""想要信心确认"", ""运营"", ""技能过时""]",molt_acts,商科市场营销专业毕业3年以上，目前已工作想转型。核心焦虑：行业缩招、投简历没回音、技能过时。行动阶段：已有具体行动，已尝试学新技能、转行。探索方向：运营。期望：想看同类人去向、想要信心确认
U0084,大三大四,理工科,软件工程,长沙,在校求职中,"[""投简历没回音"", ""不知道能做什么""]",1个月内,说不清,"[""视频制作"", ""PR"", ""Excel"", ""项目管理"", ""设计""]","[""时间管理"", ""学习能力"", ""创意思维"", ""跨文化沟通""]","[""内容""]",刚开始探索,"[""做项目""]","[""想找过来人聊""]","[""外企""]",跟随他人型,更愿意先看别人的故事,向外倾诉,"[""幽默""]",exploring,2025-02-14,51,"[""做项目"", ""投简历没回音"", ""内容"", ""还没行动"", ""想找过来人聊"", ""不知道能做什么""]",user_input,理工科软件工程专业大三大四，目前在校求职中。核心焦虑：投简历没回音、不知道能做什么。行动阶段：刚开始探索，已尝试做项目。探索方向：内容。期望：想找过来人聊
U0085,毕业1-3年,艺术,动画,青岛,待业中,"[""行业缩招"", ""AI替代焦虑""]",反复波动,说不清,"[""写作"", ""翻译"", ""Java"", ""英语""]","[""自驱力""]","[""还没确定"", ""内容""]",刚开始探索,"[""转行"", ""参加社群""]","[""想看同类人去向"", ""想要信心确认""]","[""外企""]",直觉行动型,不想社交只想看数据,向内消化,"[""感性""]",exploring,2025-06-12,53,"[""AI替代焦虑"", ""还没确定"", ""内容"", ""想看同类人去向"", ""转行"", ""参加社群"", ""行业缩招"", ""想要信心确认""]",user_input,艺术动画专业毕业1-3年，目前待业中。核心焦虑：行业缩招、AI替代焦虑。行动阶段：刚开始探索，已尝试转行、参加社群。探索方向：还没确定、内容。期望：想看同类人去向、想要信心确认
U0086,研究生在读,文科,社会学,青岛,在校求职中,"[""方向迷茫"", ""行业缩招"", ""技能过时""]",1-3个月,主要是外部结构性的,"[""项目管理"", ""设计"", ""机器学习"", ""SQL"", ""PPT""]","[""团队协作""]","[""数据"", ""还没确定""]",接近落地,"[""做项目"", ""参加社群""]","[""想找过来人聊""]","[""创业公司""]",深思熟虑型,不想社交只想看数据,向内消化,"[""感性"", ""理性""]",acting,2025-12-24,72,"[""方向迷茫"", ""做项目"", ""还没确定"", ""想找过来人聊"", ""参加社群"", ""行业缩招"", ""数据"", ""技能过时""]",user_input,文科社会学专业研究生在读，目前在校求职中。核心焦虑：方向迷茫、行业缩招、技能过时。行动阶段：接近落地，已尝试做项目、参加社群。探索方向：数据、还没确定。期望：想找过来人聊
U0087,毕业3年以上,法律,国际法,苏州,待业中,"[""投简历没回音"", ""AI替代焦虑""]",1个月内,说不清,"[""Python""]","[""抗压能力"", ""团队协作"", ""领导力""]","[""产品"", ""技术""]",接近落地,"[""参加社群"", ""做项目""]","[""想要方向建议""]","[""国企事业单位""]",收集信息型,偏好1对1深度对话,回避,"[""委婉"", ""幽默"", ""理性""]",landed,2025-02-02,61,"[""做项目"", ""AI替代焦虑"", ""技术"", ""投简历没回音"", ""参加社群"", ""产品"", ""想要方向建议""]",memory_import,法律国际法专业毕业3年以上，目前待业中。核心焦虑：投简历没回音、AI替代焦虑。行动阶段：接近落地，已尝试参加社群、做项目。探索方向：产品、技术。期望：想要方向建议
U0088,毕业1-3年,理工科,土木工程,天津,待业中,"[""不知道能做什么""]",1个月内,主要是自身能力的,"[""PS"", ""翻译"", ""SQL"", ""产品原型"", ""用户研究""]","[""团队协作"", ""表达能力"", ""时间管理""]","[""产品""]",刚开始探索,"[""做项目""]","[""想找过来人聊""]","[""创业公司""]",深思熟虑型,不想社交只想看数据,向内消化,"[""幽默"", ""理性""]",crisis,2025-07-10,52,"[""想找过来人聊"", ""不知道能做什么"", ""做项目"", ""产品""]",memory_import,理工科土木工程专业毕业1-3年，目前待业中。核心焦虑：不知道能做什么。行动阶段：刚开始探索，已尝试做项目。探索方向：产品。期望：想找过来人聊
U0089,毕业1-3年,理工科,化学工程,青岛,已工作想转型,"[""行业缩招""]",1个月内,两者都有,"[""PS""]","[""跨文化沟通""]","[""内容""]",刚开始探索,"[""做副业"", ""找前辈聊""]","[""想看同类人去向"", ""想找过来人聊""]","[""大厂""]",跟随他人型,更愿意先看别人的故事,向内消化,"[""感性""]",exploring,2025-10-05,67,"[""做副业"", ""找前辈聊"", ""内容"", ""想看同类人去向"", ""行业缩招"", ""想找过来人聊""]",resume,理工科化学工程专业毕业1-3年，目前已工作想转型。核心焦虑：行业缩招。行动阶段：刚开始探索，已尝试做副业、找前辈聊。探索方向：内容。期望：想看同类人去向、想找过来人聊
U0090,应届毕业,教育,教育技术,重庆,待业中,"[""面试过不了"", ""行业缩招"", ""AI替代焦虑""]",3-6个月,两者都有,"[""英语"", ""产品原型"", ""数据分析"", ""PS""]","[""跨文化沟通"", ""团队协作""]","[""设计""]",接近落地,"[""投简历""]","[""想看同类人去向"", ""想要方向建议""]","[""国企事业单位""]",收集信息型,喜欢群体讨论,向内消化,"[""委婉""]",landed,2025-05-14,65,"[""AI替代焦虑"", ""投简历"", ""面试过不了"", ""想看同类人去向"", ""设计"", ""行业缩招"", ""想要方向建议""]",llm_inferred,教育教育技术专业应届毕业，目前待业中。核心焦虑：面试过不了、行业缩招、AI替代焦虑。行动阶段：接近落地，已尝试投简历。探索方向：设计。期望：想看同类人去向、想要方向建议
U0091,大三大四,理工科,化学工程,杭州,在校求职中,"[""技能过时"", ""方向迷茫""]",3-6个月,主要是自身能力的,"[""数据分析"", ""项目管理"", ""SQL"", ""设计"", ""英语""]","[""自驱力"", ""抗压能力""]","[""研究""]",刚开始探索,"[""投简历""]","[""想要方向建议""]","[""大厂""]",跟随他人型,不想社交只想看数据,向外倾诉,"[""严肃""]",exploring,2025-09-20,48,"[""研究"", ""方向迷茫"", ""投简历"", ""想要方向建议"", ""技能过时""]",user_input,理工科化学工程专业大三大四，目前在校求职中。核心焦虑：技能过时、方向迷茫。行动阶段：刚开始探索，已尝试投简历。探索方向：研究。期望：想要方向建议
U0092,大一大二,商科,会计学,北京,在校求职中,"[""专业冷门"", ""面试过不了""]",1-3个月,说不清,"[""PR"", ""设计""]","[""自驱力""]","[""数据""]",已有具体行动,"[""投简历"", ""参加社群"", ""转行""]","[""想找过来人聊""]","[""无偏好""]",跟随他人型,不想社交只想看数据,向内消化,"[""理性"", ""严肃""]",acting,2025-03-04,47,"[""专业冷门"", ""投简历"", ""面试过不了"", ""想找过来人聊"", ""转行"", ""参加社群"", ""数据""]",resume,商科会计学专业大一大二，目前在校求职中。核心焦虑：专业冷门、面试过不了。行动阶段：已有具体行动，已尝试投简历、参加社群、转行。探索方向：数据。期望：想找过来人聊
U0093,大三大四,医学,临床医学,南京,待业中,"[""同辈压力""]",3-6个月,说不清,"[""PPT"", ""设计"", ""PS""]","[""学习能力"", ""领导力""]","[""产品"", ""自由职业""]",刚开始探索,"[""还没行动""]","[""想找过来人聊""]","[""自由职业""]",跟随他人型,更愿意先看别人的故事,转化为行动,"[""幽默"", ""委婉""]",exploring,2025-05-08,85,"[""同辈压力"", ""产品"", ""还没行动"", ""想找过来人聊"", ""自由职业""]",user_input,医学临床医学专业大三大四，目前待业中。核心焦虑：同辈压力。行动阶段：刚开始探索。探索方向：产品、自由职业。期望：想找过来人聊
U0094,毕业1-3年,医学,药学,厦门,已工作想转型,"[""行业缩招"", ""AI替代焦虑"", ""方向迷茫""]",反复波动,主要是外部结构性的,"[""翻译""]","[""自驱力"", ""逻辑思维"", ""学习能力"", ""跨文化沟通""]","[""咨询"", ""研究""]",刚开始探索,"[""还没行动""]","[""想要方向建议"", ""想要信心确认""]","[""无偏好""]",收集信息型,喜欢群体讨论,向外倾诉,"[""感性"", ""幽默""]",exploring,2025-10-31,65,"[""咨询"", ""研究"", ""方向迷茫"", ""AI替代焦虑"", ""还没行动"", ""行业缩招"", ""想要方向建议"", ""想要信心确认""]",resume,医学药学专业毕业1-3年，目前已工作想转型。核心焦虑：行业缩招、AI替代焦虑、方向迷茫。行动阶段：刚开始探索。探索方向：咨询、研究。期望：想要方向建议、想要信心确认
U0095,大一大二,其他,农业科学,成都,在校求职中,"[""专业冷门""]",6个月以上,主要是外部结构性的,"[""设计""]","[""表达能力"", ""领导力""]","[""教育""]",还没开始,"[""做项目"", ""考证""]","[""想要方向建议"", ""想找过来人聊""]","[""外企""]",收集信息型,更愿意先看别人的故事,向外倾诉,"[""理性""]",crisis,2026-03-17,68,"[""考证"", ""专业冷门"", ""做项目"", ""教育"", ""想要方向建议"", ""想找过来人聊""]",molt_acts,其他农业科学专业大一大二，目前在校求职中。核心焦虑：专业冷门。行动阶段：还没开始，已尝试做项目、考证。探索方向：教育。期望：想要方向建议、想找过来人聊
U0096,毕业3年以上,其他,体育学,成都,已工作想转型,"[""不知道能做什么"", ""技能过时""]",1个月内,主要是自身能力的,"[""PPT"", ""产品原型"", ""数据分析"", ""视频制作"", ""SQL""]","[""学习能力"", ""时间管理""]","[""自由职业""]",刚开始探索,"[""参加社群"", ""做项目""]","[""想找过来人聊""]","[""外企""]",收集信息型,喜欢群体讨论,向内消化,"[""理性"", ""幽默"", ""严肃""]",exploring,2025-02-23,76,"[""做项目"", ""参加社群"", ""想找过来人聊"", ""不知道能做什么"", ""自由职业"", ""技能过时""]",user_input,其他体育学专业毕业3年以上，目前已工作想转型。核心焦虑：不知道能做什么、技能过时。行动阶段：刚开始探索，已尝试参加社群、做项目。探索方向：自由职业。期望：想找过来人聊
U0097,大三大四,法律,法学,上海,在校求职中,"[""行业缩招""]",3-6个月,主要是自身能力的,"[""PPT"", ""写作"", ""Java"", ""翻译"", ""视频制作""]","[""表达能力"", ""共情力"", ""团队协作"", ""学习能力""]","[""产品"", ""还没确定""]",接近落地,"[""做项目""]","[""想要信心确认"", ""想看同类人去向"", ""想要方向建议""]","[""国企事业单位""]",直觉行动型,偏好1对1深度对话,向内消化,"[""感性"", ""理性""]",acting,2025-06-13,61,"[""做项目"", ""还没确定"", ""想要方向建议"", ""想看同类人去向"", ""产品"", ""行业缩招"", ""想要信心确认""]",molt_acts,法律法学专业大三大四，目前在校求职中。核心焦虑：行业缩招。行动阶段：接近落地，已尝试做项目。探索方向：产品、还没确定。期望：想要信心确认、想看同类人去向、想要方向建议
U0098,应届毕业,文科,心理学,武汉,待业中,"[""方向迷茫""]",1-3个月,主要是外部结构性的,"[""财务分析"", ""翻译"", ""写作""]","[""抗压能力""]","[""运营""]",已有具体行动,"[""还没行动""]","[""想要方向建议"", ""想要信心确认""]","[""外企""]",深思熟虑型,不想社交只想看数据,向内消化,"[""理性"", ""感性""]",exploring,2025-10-20,80,"[""方向迷茫"", ""还没行动"", ""想要方向建议"", ""运营"", ""想要信心确认""]",molt_acts,文科心理学专业应届毕业，目前待业中。核心焦虑：方向迷茫。行动阶段：已有具体行动。探索方向：运营。期望：想要方向建议、想要信心确认
U0099,大一大二,艺术,动画,杭州,在校求职中,"[""行业缩招""]",1-3个月,两者都有,"[""Excel"", ""PPT""]","[""逻辑思维"", ""创意思维"", ""共情力""]","[""教育"", ""运营""]",已有具体行动,"[""参加社群""]","[""想要信心确认""]","[""自由职业""]",深思熟虑型,喜欢群体讨论,向内消化,"[""理性""]",acting,2025-05-15,73,"[""教育"", ""参加社群"", ""行业缩招"", ""想要信心确认"", ""运营""]",memory_import,艺术动画专业大一大二，目前在校求职中。核心焦虑：行业缩招。行动阶段：已有具体行动，已尝试参加社群。探索方向：教育、运营。期望：想要信心确认
U0100,毕业1-3年,教育,学前教育,北京,已工作想转型,"[""方向迷茫""]",6个月以上,主要是外部结构性的,"[""产品原型"", ""C++"", ""设计"", ""写作"", ""PR""]","[""逻辑思维"", ""跨文化沟通""]","[""数据"", ""咨询""]",接近落地,"[""参加社群""]","[""想找过来人聊""]","[""无偏好""]",跟随他人型,喜欢群体讨论,向外倾诉,"[""幽默"", ""理性"", ""直接""]",landed,2026-02-18,57,"[""咨询"", ""方向迷茫"", ""数据"", ""参加社群"", ""想找过来人聊""]",user_input,教育学前教育专业毕业1-3年，目前已工作想转型。核心焦虑：方向迷茫。行动阶段：接近落地，已尝试参加社群。探索方向：数据、咨询。期望：想找过来人聊
